"","MFMRCFS0322","MFMRCFS0422","MFMRCFS0522","MFMRCFS0622","MFMRCFS0722","MFMRCFS0822","MFMRCFS0922","MFMRCFS1022","MFMRCFS1122","MFMRCFS1222","MFMRCFS1322","MFMRCFS1422","MFMRCFS1522","MFMRCFS1622","MFMRCFS1722"
"Pseudorhizobium flavum",71,21,40,41,31,30,67,26,31,23,43,16,18,14,0
"Rhizobium acidisoli",30,0,27,23,0,140,59,20,37,36,20,0,19,0,0
"Rhizobium bangladeshense",90,43,43,37,50,32,80,55,73,50,57,15,13,13,0
"Rhizobium binae",90,25,22,23,48,14,116,21,35,22,28,23,14,13,0
"Rhizobium daejeonense",154,47,122,38,105,29,212,101,37,47,100,32,32,32,0
"Rhizobium etli",367,133,259,157,287,297,346,195,113,108,138,61,44,55,69
"Rhizobium gallicum",192,51,63,44,77,42,194,58,58,53,47,23,17,13,0
"Rhizobium hidalgonense",43,0,37,0,0,0,57,67,83,49,24,0,0,0,0
"Rhizobium indicum",107,39,79,18,41,38,66,49,23,14,23,0,17,0,0
"Rhizobium jaguaris",138,61,77,87,53,46,181,51,56,38,57,25,21,33,19
"Rhizobium laguerreae",36,0,0,23,0,0,36,0,0,0,0,0,0,0,0
"Rhizobium leguminosarum",832,357,511,320,565,293,1128,523,408,329,397,247,195,152,84
"Rhizobium lentis",73,26,126,78,25,0,155,61,29,19,45,12,15,0,0
"Rhizobium oryzihabitans",148,36,114,67,146,0,242,93,86,83,41,0,0,48,0
"Rhizobium phaseoli",244,96,228,156,139,191,333,121,321,129,89,81,77,97,67
"Rhizobium pseudoryzae",87,24,59,48,63,81,162,57,113,78,44,22,26,14,10
"Rhizobium pusense",629,379,497,306,267,171,1608,465,493,524,238,0,150,128,0
"Rhizobium rhizoryzae",313,215,247,72,205,124,231,207,57,62,182,157,170,81,26
"Rhizobium rosettiformans",216,81,145,41,214,59,228,143,189,67,82,49,70,87,58
"Rhizobium ruizarguesonis",266,120,166,0,0,0,99,166,0,0,154,154,0,0,0
"Rhizobium sp. 007",0,34,25,0,30,0,48,44,17,0,28,0,0,0,0
"Rhizobium sp. 11515TR",87,17,66,40,45,45,147,67,48,37,51,21,31,0,0
"Rhizobium sp. AB2/73",164,80,103,91,122,118,207,98,88,70,81,55,33,42,0
"Rhizobium sp. ACO-34A",162,36,139,60,60,49,212,77,90,88,62,26,30,23,0
"Rhizobium sp. B230/85",0,0,0,0,0,0,0,0,0,156,0,0,0,0,0
"Rhizobium sp. BG4",92,45,95,48,67,43,346,69,122,117,37,25,11,12,0
"Rhizobium sp. C104",51,38,41,31,14,175,92,38,50,30,33,33,39,27,55
"Rhizobium sp. CIAT894",78,20,28,27,82,16,76,67,43,33,30,38,31,26,0
"Rhizobium sp. IE4771",118,103,154,0,73,0,56,102,0,29,64,0,0,0,0
"Rhizobium sp. K102",108,39,27,59,48,50,145,74,36,18,52,77,54,0,0
"Rhizobium sp. Kim5",118,84,142,0,0,55,121,43,62,0,43,0,0,0,0
"Rhizobium sp. L51/94",206,0,98,0,175,112,251,54,156,32,56,0,0,70,0
"Rhizobium sp. NIBRBAC000502774",27,0,28,0,70,39,56,51,32,24,0,0,0,0,0
"Rhizobium sp. NLR16a",90,0,40,0,45,0,58,31,11,25,11,0,0,0,0
"Rhizobium sp. NXC14",72,25,77,44,34,19,86,52,28,22,44,27,0,0,0
"Rhizobium sp. NXC24",146,52,96,54,61,23,131,74,53,63,40,25,24,16,0
"Rhizobium sp. NZLR1",97,24,42,21,55,33,86,26,25,36,16,32,18,12,0
"Rhizobium sp. SL42",93,34,72,42,88,44,155,58,85,69,52,22,43,21,0
"Rhizobium sp. TAL182",98,0,0,0,67,0,54,44,0,0,45,0,0,0,0
"Rhizobium sp. WL3",113,42,61,32,73,30,132,62,67,46,75,0,0,17,0
"Rhizobium sp. WYJ-E13",157,36,88,18,67,34,243,48,68,86,42,14,20,14,19
"Rhizobium sp. X9",174,156,126,77,116,0,329,101,107,99,97,0,0,0,0
"Rhizobium sp. Y9",76,0,0,0,0,0,156,37,0,67,51,0,0,0,0
"Rhizobium sp. ZX09",0,0,0,180,119,0,316,0,169,94,0,0,0,0,0
"Rhizobium tropici",179,55,88,72,95,23,146,70,33,53,45,39,41,20,0
"Shinella sp. H4-D48",77,27,54,21,66,49,163,53,12,63,23,28,38,16,0
"Shinella sp. HZN7",374,97,289,125,293,93,695,305,275,243,243,89,51,60,0
"Shinella sp. PSBB067",224,106,163,73,138,65,263,136,79,102,82,49,37,38,38
"Shinella sp. XGS7",598,92,407,132,313,58,243,332,27,35,131,99,104,35,0
"Shinella zoogloeoides",303,79,154,95,82,51,336,165,31,83,95,52,43,0,0
"Sinorhizobium americanum",85,29,66,29,38,23,148,53,25,43,31,21,10,10,0
"Sinorhizobium fredii",419,176,262,149,291,124,379,230,135,156,200,98,83,62,31
"Sinorhizobium medicae",127,55,91,52,67,37,130,70,45,44,34,10,26,22,0
"Sinorhizobium meliloti",307,150,173,98,272,97,290,149,170,83,130,72,93,37,32
"Sinorhizobium sp. BG8",155,66,71,54,56,16,122,44,43,40,42,14,25,14,0
"Sinorhizobium sp. CCBAU 05631",0,18,27,0,0,0,38,0,0,0,0,0,0,0,0
"Candidatus Hodgkinia cicadicola",14,0,12,14,0,0,24,14,10,14,0,0,0,0,0
"Labrenzia sp. PHM005",68,26,29,22,32,27,71,61,21,18,31,14,10,24,22
"Labrenzia sp. THAF82",69,31,43,38,38,36,189,38,53,16,39,18,24,18,0
"Labrenzia sp. VG12",77,25,45,46,48,22,78,49,26,22,39,24,12,16,0
"Pannonibacter phragmitetus",1311,431,655,489,500,632,950,856,343,233,640,389,321,361,289
"Pseudovibrio brasiliensis",92,49,70,18,25,17,59,98,28,16,70,22,19,33,18
"Pseudovibrio sp. FO-BEG1",51,24,49,15,18,40,84,27,45,17,23,31,22,14,0
"Roseibium aggregatum",437,168,212,113,208,125,256,190,116,55,148,89,78,79,54
"Roseibium alexandrii",100,20,24,50,43,28,93,62,49,26,30,0,14,14,0
"Stappia indica",151,39,98,68,84,40,134,62,39,42,58,28,18,20,12
"Stappia sp. ES.058",121,34,58,34,54,24,151,68,26,54,54,26,16,12,0
"Ancylobacter pratisalsi",91,53,48,36,94,48,152,87,40,48,61,30,22,20,14
"Ancylobacter sp. TS-1",145,43,56,37,60,50,173,50,46,47,35,33,32,22,0
"Azorhizobium caulinodans",173,109,99,51,101,44,143,95,105,55,78,45,30,30,14
"Labrys sp. KNU-23",158,68,122,68,86,66,148,72,58,48,34,34,24,26,20
"Pseudolabrys sp. FHR47",136,26,96,38,42,30,180,50,26,40,36,28,36,12,10
"Pseudolabrys taiwanensis",118,36,70,42,64,30,186,54,50,68,48,26,42,18,0
"Starkeya novella",171,68,109,57,77,38,199,66,85,76,39,18,26,16,0
"Starkeya sp. ORNL1",155,47,68,55,64,58,227,122,56,57,97,28,32,14,16
"Xanthobacter autotrophicus",96,39,71,37,245,51,97,42,50,31,19,15,23,22,0
"Xanthobacter dioxanivorans",451,94,192,86,172,135,346,260,66,64,182,96,53,35,0
"Xanthobacter sp. YC-JY1",66,30,59,23,25,32,107,34,26,23,30,15,0,0,0
"Candidatus Viadribacter manganicus",54,36,22,16,24,12,52,18,20,12,20,12,20,12,0
"Hirschia baltica",18,44,38,0,16,0,58,20,28,18,10,20,12,14,0
"Hyphomonas neptunium",76,19,67,29,48,13,66,24,16,0,12,0,21,12,0
"Hyphomonas sp. CACIAM 19H1",111,37,64,26,43,43,101,55,16,14,52,0,13,12,0
"Hyphomonas sp. KY3",137,21,42,21,40,0,64,29,29,17,21,12,0,0,0
"Hyphomonas sp. Mor2",40,0,40,16,32,14,36,30,12,0,18,0,14,0,0
"Kordiimonas pumila",26,22,10,0,0,12,42,20,38,14,10,14,0,0,0
"Magnetococcus marinus",58,26,48,18,22,26,46,52,34,16,22,30,12,16,0
"Candidatus Puniceispirillum marinum",22,14,0,20,12,0,70,20,30,0,28,20,0,18,10
"Glycocaulis alkaliphilus",54,38,86,40,34,10,66,38,16,14,20,18,18,12,0
"Hyphobacterium sp. CCMP332",56,38,59,26,36,48,165,97,60,28,71,22,28,36,14
"Maricaulis maris",30,18,34,16,38,26,100,20,30,16,46,18,0,14,0
"Marinicauda algicola",98,58,86,49,122,32,89,69,29,19,56,43,21,16,0
"Aquisalinus flavus",56,16,46,38,54,12,42,42,28,24,38,16,10,24,0
"Parvularcula bermudensis",39,26,19,17,24,0,38,22,16,15,17,0,15,0,0
"Candidatus Fonsibacter ubiquis",14,10,0,0,0,0,12,0,0,10,0,0,0,0,0
"Candidatus Pelagibacter giovannonii",0,0,22,22,0,0,23,14,12,12,11,12,0,0,0
"Candidatus Pelagibacter sp. FZCC0015",0,0,0,0,0,0,22,0,20,28,10,0,0,0,0
"Candidatus Pelagibacter sp. HIMB1321",10,12,0,0,0,0,12,16,14,10,0,0,0,0,0
"Candidatus Pelagibacter sp. IMCC9063",10,0,10,0,0,0,0,10,0,10,0,0,0,20,0
"Candidatus Pelagibacter sp. RS39",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"Candidatus Pelagibacter sp. RS40",0,0,10,0,0,0,50,10,0,10,0,0,10,16,0
"Candidatus Pelagibacter ubique",0,0,0,0,0,10,24,17,12,10,0,0,0,14,0
"Aestuarium zhoushanense",89,57,68,31,66,25,45,82,68,59,59,20,27,29,0
"Brevirhabdus pacifica",134,61,77,64,108,0,106,88,45,47,56,17,38,0,0
"Cereibacter azotoformans",120,27,34,29,79,34,147,38,0,60,34,53,0,0,0
"Cereibacter sphaeroides",356,111,210,149,141,96,749,192,201,234,165,70,67,52,29
"Cognatishimia activa",68,18,26,20,36,26,48,18,24,16,0,10,12,10,0
"Falsirhodobacter sp. PG104",149,30,47,46,72,30,175,97,91,86,86,20,10,12,0
"Frigidibacter mobilis",172,55,91,63,132,43,361,75,59,96,52,29,34,0,0
"Fuscovulum blasticum",101,22,46,18,45,24,514,49,67,177,24,0,14,12,0
"Gemmobacter aquarius",134,16,103,47,76,0,323,54,74,131,39,35,23,0,0
"Haematobacter massiliensis",157,47,92,74,76,55,279,82,52,112,60,26,38,0,0
"Monaibacterium sp. ALG8",89,40,52,38,41,16,101,75,28,17,47,0,0,11,0
"Pacificitalea manganoxidans",88,54,42,38,67,20,105,54,45,46,44,26,19,19,34
"Paracoccus aminophilus",114,35,62,21,34,28,2132,85,179,2053,41,21,22,0,0
"Paracoccus aminovorans",113,39,71,30,87,28,916,59,68,374,53,17,15,17,0
"Paracoccus contaminans",104,38,89,57,61,18,228,33,54,172,24,15,11,0,0
"Paracoccus denitrificans",318,137,123,104,98,47,633,75,93,485,98,33,0,19,0
"Paracoccus jeotgali",85,29,50,158,43,32,189,40,61,201,33,26,18,19,19
"Paracoccus kondratievae",125,33,65,55,57,26,402,21,101,337,26,17,19,0,0
"Paracoccus liaowanqingii",92,32,54,34,50,34,206,92,44,136,76,34,24,0,0
"Paracoccus marcusii",50,24,26,24,12,0,109,27,17,42,21,16,0,0,0
"Paracoccus mutanolyticus",0,45,41,0,0,0,45,35,0,51,0,0,0,0,0
"Paracoccus pantotrophus",134,76,65,46,106,29,475,94,79,284,56,20,14,17,0
"Paracoccus sanguinis",130,28,88,29,68,56,274,47,43,182,33,28,18,12,0
"Paracoccus sp. AK26",82,28,80,19,48,12,272,34,50,238,50,12,12,10,0
"Paracoccus sp. Arc7-R13",64,0,38,24,26,0,103,37,20,35,0,0,0,0,0
"Paracoccus sp. H4-D09",145,30,58,56,98,29,532,50,90,387,48,0,35,20,0
"Paracoccus sp. MA",185,44,86,28,68,48,483,70,144,397,23,37,57,14,20
"Paracoccus sp. MC1862",82,66,46,40,83,24,177,30,42,187,24,18,24,10,0
"Paracoccus sp. S8-55",67,18,68,23,36,11,224,39,33,198,32,0,0,0,0
"Paracoccus suum",81,28,53,31,45,35,153,67,44,107,32,19,0,23,0
"Paracoccus tegillarcae",96,61,36,26,20,38,185,53,45,136,35,16,12,18,0
"Paracoccus yeei",436,117,287,136,197,91,1179,162,133,625,171,52,74,39,0
"Paracoccus zhejiangensis",161,45,75,45,106,49,391,70,81,362,53,35,15,54,29
"Parasedimentitalea marina",48,28,32,30,22,28,46,58,32,24,42,0,10,12,16
"Paroceanicella profunda",231,107,93,119,100,64,147,125,81,77,63,60,30,16,0
"Pelagovum pacificum",132,57,61,39,53,51,143,53,34,29,29,31,15,0,0
"Pikeienuella piscinae",143,71,96,51,93,31,140,101,71,24,51,40,38,24,39
"Planktomarina temperata",22,0,14,14,24,0,36,38,18,12,24,0,0,18,0
"Polymorphum gilvum",170,104,112,29,165,51,136,50,48,23,41,29,0,11,0
"Pontivivens ytuae",138,60,90,50,58,34,114,98,30,26,60,44,26,24,14
"Profundibacter amoris",70,18,40,24,16,18,80,44,58,26,26,16,22,14,0
"Pseudohalocynthiibacter aestuariivivens",47,30,49,25,15,10,69,35,38,26,39,0,12,0,0
"Pseudooceanicola algae",46,10,44,32,28,28,65,30,24,36,16,0,14,0,0
"Pseudopuniceibacterium antarcticum",161,40,77,32,30,40,79,30,14,54,24,26,24,12,0
"Pseudorhodobacter turbinis",120,62,130,26,84,10,96,36,64,98,34,16,14,0,0
"Pukyongiella litopenaei",90,30,84,38,32,39,134,65,35,64,51,0,22,0,15
"Qingshengfaniella alkalisoli",82,24,32,20,20,20,86,38,14,20,28,16,14,10,0
"Rhodobaca barguzinensis",52,26,58,24,30,12,74,38,20,36,22,14,22,14,0
"Rhodobacter capsulatus",176,115,91,52,83,62,284,91,84,134,58,36,34,12,0
"Rhodobacter sp. CZR27",69,59,64,42,46,34,193,39,30,57,28,25,10,16,10
"Rhodobacter sp. LPB0142",342,101,198,98,138,86,532,141,100,141,65,60,55,24,0
"Rhodobacter sp. N10",122,41,58,37,79,27,346,56,64,85,46,31,10,0,0
"Rhodophyticola sp. CCM32",46,26,16,20,20,0,80,26,22,24,20,12,12,0,0
"Rhodovulum sp. MB263",67,16,54,17,31,11,80,28,24,55,31,0,18,0,0
"Rhodovulum sp. P5",99,59,91,64,49,87,100,66,23,43,37,19,0,0,0
"Rhodovulum sulfidophilum",164,38,74,26,52,29,168,46,24,75,40,22,18,16,14
"Roseicitreum antarcticum",86,68,54,22,44,40,100,44,44,54,20,16,14,12,10
"Silicimonas algicola",78,46,52,18,66,38,98,34,30,16,22,20,16,14,0
"Tabrizicola piscis",88,40,97,45,66,15,336,25,72,83,27,23,19,51,21
"Thioclava electrotropha",95,44,57,26,76,12,129,28,35,17,0,23,0,19,0
"Thioclava nitratireducens",92,44,50,49,71,15,114,77,29,39,57,24,0,24,0
"Tritonibacter mobilis",114,48,83,35,46,47,203,87,68,78,49,13,40,12,0
"Yoonia vestfoldensis",117,39,77,31,54,17,160,68,62,47,40,32,50,27,0
"Actibacterium sp. EMB200-NS6",92,29,51,142,64,54,123,26,40,60,25,37,0,0,0
"Antarctobacter heliothermus",90,36,44,20,50,24,84,48,28,30,40,24,12,12,0
"Celeribacter baekdonensis",67,20,31,26,19,48,85,74,50,65,65,14,67,20,0
"Celeribacter ethanolicus",89,47,58,68,40,86,124,52,43,101,42,16,13,16,0
"Celeribacter indicus",295,93,111,51,186,90,230,159,162,117,98,100,46,0,0
"Celeribacter marinus",34,16,24,16,30,18,50,32,14,20,10,10,0,0,0
"Dinoroseobacter shibae",89,45,61,44,37,25,133,75,23,38,44,45,12,0,0
"Falsihalocynthiibacter arcticus",26,14,36,28,0,34,70,62,10,12,30,0,12,0,0
"Jannaschia sp. CCS1",104,28,40,36,38,20,80,48,30,16,24,22,16,0,0
"Jannaschia sp. J12C1-MA-4",91,35,91,29,51,14,74,39,32,32,33,25,14,12,0
"Ketogulonicigenium robustum",48,28,44,24,35,12,85,36,59,74,22,12,10,26,14
"Ketogulonicigenium vulgare",96,32,28,14,50,14,186,50,106,137,40,14,10,0,0
"Leisingera aquaemixtae",75,34,78,36,50,20,99,54,28,22,32,16,14,20,0
"Leisingera methylohalidivorans",88,27,55,24,51,24,75,46,16,23,20,17,0,0,0
"Leisingera sp. NJS201",75,0,52,25,31,0,30,19,49,0,0,0,0,0,0
"Leisingera sp. NJS204",60,0,39,31,0,32,63,36,0,0,0,0,0,0,0
"Mameliella alba",148,46,79,31,74,31,120,77,32,34,38,16,18,14,0
"Maribius sp. THAF1",74,32,24,32,32,18,124,48,20,26,32,16,14,0,0
"Oceanicola sp. D3",68,34,62,36,42,20,70,32,26,28,28,24,10,0,0
"Octadecabacter antarcticus",34,23,13,16,14,20,60,20,27,0,12,10,0,0,0
"Octadecabacter arcticus",50,12,12,12,24,0,32,18,12,15,10,14,0,0,0
"Octadecabacter sp. SW4",91,51,25,63,28,0,117,36,28,20,20,26,0,0,0
"Octadecabacter temperatus",30,14,20,22,16,10,24,14,28,30,0,10,0,0,0
"Phaeobacter gallaeciensis",310,113,176,101,161,114,296,215,165,116,138,81,63,55,53
"Phaeobacter inhibens",257,68,141,67,99,67,570,137,51,59,122,80,68,95,46
"Phaeobacter piscinae",83,41,101,24,42,20,124,23,46,35,43,0,0,0,0
"Phaeobacter porticola",41,18,17,22,53,17,83,17,13,32,16,14,0,0,0
"Phaeobacter sp. LSS9",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseibacterium elongatum",64,40,34,26,56,20,82,40,24,16,18,12,14,16,0
"Roseivivax marinus",99,48,54,53,54,26,91,64,15,33,50,20,0,0,0
"Roseivivax sp. THAF197b",0,0,0,0,0,0,0,0,0,0,0,0,0,39,45
"Roseivivax sp. THAF30",168,66,78,43,67,39,127,87,55,49,63,0,0,12,0
"Roseobacter denitrificans",69,33,71,25,41,91,106,28,30,30,21,16,24,46,0
"Roseobacter litoralis",102,16,22,16,18,18,41,18,16,0,14,0,0,0,0
"Roseobacter ponti",68,26,40,28,20,32,80,32,26,34,28,0,0,0,0
"Roseovarius faecimaris",80,25,34,34,52,31,74,18,30,26,20,26,0,14,0
"Roseovarius indicus",109,76,92,59,113,44,132,81,71,55,59,42,42,20,0
"Roseovarius mucosus",38,0,37,0,0,0,85,0,0,0,0,0,0,0,0
"Roseovarius sp. SCSIO 43702",96,30,62,50,56,44,100,64,14,44,34,26,0,14,0
"Roseovarius sp. THAF27",35,35,0,0,0,0,44,28,0,0,0,0,0,0,0
"Roseovarius sp. THAF8",49,0,0,27,34,27,27,36,0,0,0,18,0,0,0
"Roseovarius sp. THAF9",99,29,74,0,62,53,103,34,42,54,62,28,0,21,0
"Roseovarius sp. TM1035",36,0,0,0,0,0,0,34,32,0,0,0,0,0,0
"Ruegeria pomeroyi",78,14,40,28,46,20,82,36,40,40,38,16,18,10,0
"Ruegeria sp. AD91A",32,18,40,16,32,0,36,20,28,12,24,0,0,10,0
"Ruegeria sp. SCSIO 43209",59,11,0,26,32,39,62,20,39,48,21,0,16,27,0
"Ruegeria sp. THAF33",74,29,22,40,35,37,70,40,22,24,31,12,10,14,0
"Ruegeria sp. TM1040",53,14,18,22,41,20,43,33,34,31,24,24,10,20,0
"Sagittula sp. P11",170,40,92,79,107,51,118,46,83,70,61,31,40,12,21
"Salipiger abyssi",203,110,242,92,144,65,266,77,84,81,94,36,0,24,0
"Salipiger profundus",227,80,86,54,144,71,162,92,107,95,97,29,54,32,0
"Salipiger sp. CCB-MM3",119,32,53,52,87,34,105,47,34,44,53,27,22,16,0
"Sulfitobacter alexandrii",101,35,68,35,77,25,151,98,51,44,36,31,24,0,0
"Sulfitobacter mediterraneus",87,43,43,29,58,27,189,25,40,42,33,41,28,26,15
"Sulfitobacter pontiacus",47,0,16,0,0,0,56,0,0,0,0,0,0,0,0
"Sulfitobacter pseudonitzschiae",280,102,181,103,182,137,188,123,99,128,112,51,46,39,21
"Sulfitobacter sp. B30-2",30,0,0,16,0,0,21,0,0,0,0,0,0,0,0
"Sulfitobacter sp. BSw21498",32,23,39,18,32,12,70,20,24,18,19,0,0,16,0
"Sulfitobacter sp. CB2047",63,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"Sulfitobacter sp. D7",55,62,40,34,55,15,72,37,62,54,49,18,0,22,0
"Sulfitobacter sp. JK7-1",124,38,74,36,56,16,88,34,28,14,26,16,0,14,0
"Sulfitobacter sp. JL08",74,36,36,28,24,0,52,36,26,24,16,14,26,14,10
"Sulfitobacter sp. SK011",28,12,10,14,14,12,54,38,20,20,18,14,10,10,0
"Sulfitobacter sp. SK012",80,26,36,0,50,32,42,86,26,0,40,22,0,0,10
"Sulfitobacter sp. SK025",0,0,17,0,0,0,0,0,18,13,0,0,0,0,0
"Sulfitobacter sp. THAF37",158,44,45,42,85,45,103,54,69,37,26,18,15,16,0
"Tateyamaria omphalii",82,48,30,20,36,16,28,34,32,14,22,10,10,0,0
"Thalassobius gelatinovorus",36,26,42,20,22,16,104,24,46,36,36,18,10,0,0
"Thalassococcus sp. S3",88,38,58,14,44,14,64,40,24,24,10,14,30,16,10
"Yangia pacifica",112,44,90,32,50,26,94,34,46,42,78,20,0,10,0
"Acetobacter aceti",299,92,122,86,98,61,319,119,103,36,114,60,68,30,36
"Acetobacter ascendens",22,30,31,0,0,37,112,39,18,0,0,0,0,18,0
"Acetobacter ghanensis",29,31,46,0,14,35,54,36,43,33,19,12,0,0,0
"Acetobacter orientalis",34,20,12,22,14,10,67,0,112,65,0,0,19,10,0
"Acetobacter oryzoeni",0,20,0,0,0,0,0,0,21,0,0,0,0,0,0
"Acetobacter pasteurianus",112,38,55,37,38,48,115,53,68,51,0,64,0,39,30
"Acetobacter persici",48,40,28,28,32,18,74,87,52,20,68,20,36,0,10
"Acetobacter senegalensis",33,14,0,0,21,14,13,0,0,0,0,0,0,0,0
"Acetobacter sp. KACC 21233",55,24,32,14,31,26,57,25,47,45,21,10,0,0,10
"Acetobacter tropicalis",23,0,39,22,28,0,36,37,28,0,37,20,0,0,0
"Acidibrevibacterium fodinaquatile",91,46,48,38,34,72,96,59,12,16,42,24,20,14,10
"Acidiphilium cryptum",131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidiphilium multivorum",184,93,180,98,138,0,169,134,44,28,89,66,0,0,0
"Asaia bogorensis",82,20,54,30,44,24,92,82,34,10,60,22,20,14,0
"Bombella sp. KACC 21507",18,0,0,14,10,0,52,28,14,22,22,12,12,14,10
"Commensalibacter sp. AMU001",0,0,0,0,0,0,0,0,26,0,0,0,0,20,16
"Entomobacter blattae",0,0,0,0,0,34,42,16,16,0,12,18,0,0,0
"Gluconacetobacter diazotrophicus",140,36,64,26,84,32,42,38,20,18,52,30,0,10,0
"Gluconobacter albidus",127,40,76,43,112,20,82,66,46,22,37,0,33,18,0
"Gluconobacter frateurii",31,14,10,15,33,18,74,18,131,107,15,0,15,0,0
"Gluconobacter oxydans",130,60,69,34,62,52,103,78,56,49,50,28,0,38,29
"Gluconobacter sphaericus",70,22,24,20,46,0,67,48,24,0,0,0,0,0,0
"Gluconobacter thailandicus",29,0,0,0,0,0,17,0,15,18,0,0,0,0,0
"Granulibacter bethesdensis",206,88,88,58,58,64,88,74,64,32,58,28,40,24,12
"Komagataeibacter europaeus",54,26,32,36,28,15,53,20,20,13,20,0,12,16,0
"Komagataeibacter medellinensis",70,23,52,42,111,67,74,68,43,0,36,0,0,0,0
"Komagataeibacter nataicola",63,31,26,17,60,21,51,40,15,10,30,0,10,11,0
"Komagataeibacter oboediens",71,89,70,14,39,31,82,52,93,68,36,32,34,24,20
"Komagataeibacter rhaeticus",0,0,0,0,0,0,0,0,0,0,55,0,0,0,0
"Komagataeibacter saccharivorans",71,24,76,38,58,30,111,35,51,22,0,38,25,0,0
"Komagataeibacter xylinus",268,86,213,118,115,101,220,154,61,50,73,89,47,68,0
"Kozakia baliensis",70,27,30,24,23,14,71,35,21,0,29,27,0,17,0
"Lichenicola cladoniae",88,38,84,50,44,36,76,58,22,20,36,12,26,0,0
"Neoasaia chiangmaiensis",72,46,26,48,36,24,94,64,65,10,67,18,18,12,0
"Neokomagataea tanensis",14,12,24,10,10,0,14,20,10,18,16,12,0,12,10
"Novacetimonas hansenii",52,35,26,30,43,25,97,67,45,21,46,0,42,14,0
"Oecophyllibacter saccharovorans",22,18,32,20,22,18,52,16,18,0,12,10,0,0,0
"Parasaccharibacter apium",26,0,32,0,20,14,48,16,14,12,12,0,0,0,0
"Roseococcus microcysteis",188,42,110,58,96,64,154,156,32,36,128,30,22,0,0
"Roseomonas gilardii",121,86,65,93,87,78,187,87,86,48,97,60,34,0,0
"Roseomonas haemaphysalidis",152,64,144,74,100,108,128,104,56,48,90,26,30,10,0
"Roseomonas marmotae",192,106,140,64,70,42,170,66,40,42,48,42,40,36,12
"Roseomonas mucosa",236,0,89,0,121,0,111,117,0,0,0,0,0,0,0
"Roseomonas sp. FDAARGOS_362",117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseomonas sp. OT10",210,68,153,72,114,53,191,113,39,50,102,44,50,45,50
"Swingsia samuiensis",0,0,0,0,0,0,30,0,0,14,0,0,0,22,0
"Swingsia sp. F3b2",38,12,16,12,26,18,44,16,16,24,16,12,0,0,0
"Azospirillum baldaniorum",85,15,123,69,37,19,48,58,19,22,42,0,23,19,40
"Azospirillum brasilense",452,157,305,138,310,153,368,245,160,100,217,103,92,69,36
"Azospirillum humicireducens",92,39,44,27,42,37,74,64,90,33,27,12,34,14,13
"Azospirillum lipoferum",74,43,94,20,68,17,86,41,23,0,35,30,11,54,29
"Azospirillum oryzae",281,94,101,67,117,42,148,91,43,37,80,50,51,34,0
"Azospirillum ramasamyi",83,31,45,36,51,29,77,40,35,14,32,21,30,25,0
"Azospirillum sp. B510",118,67,73,51,64,48,99,54,31,24,65,30,0,0,10
"Azospirillum sp. TSA2s",340,105,282,120,183,91,234,203,98,48,114,57,44,30,0
"Azospirillum sp. TSH100",123,58,75,35,81,38,116,73,28,34,70,13,28,36,30
"Azospirillum sp. TSH58",85,32,55,31,107,19,77,40,28,14,50,17,40,11,0
"Azospirillum thermophilum",178,70,118,70,144,50,178,80,46,36,96,38,22,12,0
"Azospirillum thiophilum",111,54,63,46,111,69,75,72,49,22,63,28,12,20,0
"Indioceanicola profundi",94,64,120,44,108,44,118,82,26,24,54,38,14,12,0
"Nitrospirillum amazonense",222,98,124,44,116,62,220,62,94,34,90,58,46,64,28
"Niveispirillum cyanobacteriorum",120,60,109,71,98,37,141,71,93,45,58,45,27,26,16
"Skermanella mucosa",132,48,52,38,60,45,65,76,19,21,45,33,17,10,0
"Skermanella pratensis",44,31,47,25,35,23,62,21,21,13,27,15,0,10,0
"Skermanella rosea",185,37,90,30,84,21,117,87,26,30,46,48,27,31,18
"Skermanella sp. TT6",604,333,410,179,306,184,412,331,209,71,161,150,185,223,131
"Elioraea tepida",122,24,64,42,62,16,86,52,22,0,56,24,14,0,0
"Candidatus Endolissoclinum faulkneri",10,14,0,0,0,0,38,6,0,22,0,0,0,0,0
"Defluviicoccus vanus",304,93,158,70,113,55,127,85,0,25,74,36,37,18,0
"Ferrovibrio terrae",118,54,58,30,64,40,102,50,36,30,44,28,32,20,0
"Haematospirillum jordaniae",40,20,28,18,24,18,84,24,26,0,10,18,10,0,0
"Hypericibacter adhaerens",166,41,94,59,90,63,142,136,40,46,80,35,16,0,0
"Hypericibacter terrae",122,58,96,46,44,58,152,50,32,42,28,28,30,10,0
"Magnetospirillum gryphiswaldense",132,56,74,44,82,24,208,88,80,32,74,16,18,10,16
"Magnetospirillum magneticum",128,43,101,82,88,39,132,87,51,23,33,21,0,16,0
"Magnetospirillum sp. ME-1",79,36,26,22,60,16,97,22,51,28,24,0,15,15,0
"Magnetospirillum sp. XM-1",99,41,77,19,71,55,96,45,30,0,51,24,0,0,0
"Pararhodospirillum photometricum",58,28,42,50,30,24,158,54,36,28,20,24,12,0,0
